,bus,rail_boardings,total_rides,is_sat,is_holi,avg_precip,temp_mid,temp_rng,temp_bs,hum_mid,hum_rng,wind_mid,wind_rng,pres_mid,pres_rng
2015-10-10,577667,541173,1118840,1,0,0.0,55.5,21,0.5,59.0,54,7.5,15,30.105,0.28999999999999915
2015-10-11,400140,558033,958173,0,1,0.0,66.5,27,0.5,48.5,45,15.5,17,29.79,0.3000000000000007
2015-10-12,759254,776968,1536222,0,0,0.0,66.5,21,0.5,44.0,52,22.0,20,29.535,0.14999999999999858
2015-10-13,947941,873747,1821688,0,0,0.0,57.5,13,0.5,50.5,31,11.0,22,29.71,0.3000000000000007
2015-10-14,954519,845066,1799585,0,0,0.0,55.0,20,0.0,49.5,53,10.0,12,29.945,0.1700000000000017
2015-10-15,946290,860809,1807099,0,0,0.0,60.0,22,0.0,37.5,47,17.0,24,30.035,0.21000000000000085
2015-10-16,936818,855252,1792070,0,0,0.0,49.0,14,0.0,41.0,38,12.5,11,30.244999999999997,0.19000000000000128
2015-10-17,578160,546096,1124256,1,0,0.0,45.0,18,0.0,40.0,46,9.0,18,30.415,0.14999999999999858
2015-10-18,415455,392712,808167,0,1,0.0,48.0,26,0.0,42.0,56,5.0,10,30.424999999999997,0.19000000000000128
2015-10-19,930236,819286,1749522,0,0,0.0,60.5,27,0.5,29.0,26,18.0,22,30.16,0.3200000000000003
2015-10-20,950953,875792,1826745,0,0,0.09,66.0,22,0.0,45.5,59,13.5,17,30.075000000000003,0.129999999999999
2015-10-21,955633,882188,1837821,0,0,0.0,68.0,18,0.0,54.0,32,14.5,15,30.055,0.13000000000000256
2015-10-22,942983,852957,1795940,0,0,0.0,59.5,9,0.5,57.5,25,10.0,10,30.200000000000003,0.1999999999999993
2015-10-23,915489,828812,1744301,0,0,0.04,60.0,12,0.0,63.0,48,13.0,14,30.075000000000003,0.370000000000001
2015-10-24,556146,492083,1048229,1,0,0.12,59.5,17,0.5,69.0,36,19.5,21,29.945,0.3500000000000014
2015-10-25,415182,368100,783282,0,1,0.0,52.5,21,0.5,54.5,61,6.5,13,30.275,0.23000000000000043
2015-10-26,929741,805144,1734885,0,0,0.0,52.0,20,0.0,54.0,40,7.5,15,30.36,0.120000000000001
2015-10-27,916953,824772,1741725,0,0,0.38,54.0,6,0.0,66.0,46,14.0,18,30.025,0.5500000000000007
2015-10-28,910794,826173,1736967,0,0,0.16,48.5,19,0.5,72.0,42,20.5,25,29.560000000000002,0.3000000000000007
2015-10-29,916453,837868,1754321,0,0,0.0,43.0,10,0.0,63.0,22,16.0,20,29.77,0.4399999999999977
2015-10-30,949185,840246,1789431,0,0,0.0,47.0,20,0.0,62.0,54,6.5,13,30.085,0.14999999999999858
2015-10-31,500004,418362,918366,1,0,0.76,50.0,8,0.0,75.5,29,16.0,16,29.86,0.35999999999999943
2015-11-01,436791,378873,815664,0,1,0.0,55.5,19,0.5,58.0,56,11.0,12,29.88,0.21999999999999886
2015-11-02,940464,817657,1758121,0,0,0.0,62.0,24,0.0,50.0,60,13.5,15,29.98,0.0799999999999983
2015-11-03,987382,830460,1817842,0,0,0.0,61.5,23,0.5,66.5,55,7.5,15,30.08,0.120000000000001
2015-11-04,956176,842035,1798211,0,0,0.0,61.5,23,0.5,72.5,47,8.0,16,30.1,0.120000000000001
2015-11-05,942300,851684,1793984,0,0,0.0,66.0,10,0.0,67.0,40,16.0,18,29.855,0.36999999999999744
2015-11-06,925054,832872,1757926,0,0,0.47,55.0,24,0.0,70.0,34,18.0,24,29.92,0.5800000000000018
2015-11-07,573470,496404,1069874,1,0,0.0,46.5,17,0.5,54.5,55,12.0,24,30.32,0.21999999999999886
2015-11-08,414784,379185,793969,0,1,0.0,44.0,20,0.0,49.5,59,5.0,10,30.4,0.16000000000000014
2015-11-09,923927,811177,1735104,0,0,0.0,45.5,21,0.5,46.5,53,6.0,12,30.23,0.17999999999999972
2015-11-10,940362,832141,1772503,0,0,0.0,48.0,20,0.0,50.5,53,4.5,9,30.08,0.16000000000000014
2015-11-11,755234,738828,1494062,0,0,0.73,53.5,21,0.5,64.0,50,18.5,29,29.645,0.6899999999999977
2015-11-12,879349,820988,1700337,0,0,0.02,51.0,14,0.0,61.5,41,26.0,24,29.58,0.639999999999997
2015-11-13,837532,804273,1641805,0,0,0.0,42.0,12,0.0,44.5,45,18.0,24,30.095,0.34999999999999787
2015-11-14,545554,475091,1020645,1,0,0.0,44.5,27,0.5,48.5,47,9.0,18,30.259999999999998,0.16000000000000014
2015-11-15,411704,352488,764192,0,1,0.0,55.0,22,0.0,38.5,43,13.0,16,30.225,0.08999999999999986
2015-11-16,908305,797597,1705902,0,0,0.03,53.0,10,0.0,58.0,56,13.0,16,30.119999999999997,0.120000000000001
2015-11-17,880013,801291,1681304,0,0,0.44,56.0,14,0.0,71.5,33,18.5,21,29.88,0.35999999999999943
2015-11-18,893671,808901,1702572,0,0,0.26,56.5,13,0.5,65.5,35,25.0,22,29.575000000000003,0.23000000000000043
2015-11-19,884290,811595,1695885,0,0,0.0,43.5,13,0.5,50.5,51,22.5,19,29.92,0.4800000000000004
2015-11-20,894949,812590,1707539,0,0,0.12,38.0,10,0.0,55.5,67,10.0,12,30.245,0.14999999999999858
2015-11-21,429624,469943,899567,1,0,0.55,28.0,14,0.0,78.5,35,17.0,22,30.075,0.3299999999999983
2015-11-22,356953,338408,695361,0,1,0.0,21.0,16,0.0,65.5,37,9.5,9,30.18,0.20000000000000284
2015-11-23,877236,781545,1658781,0,0,0.0,33.0,12,0.0,65.5,27,9.5,11,30.12,0.21999999999999886
2015-11-24,898177,805812,1703989,0,0,0.0,35.5,19,0.5,65.5,39,7.5,15,30.314999999999998,0.129999999999999
2015-11-25,735265,667707,1402972,0,0,0.02,46.0,14,0.0,58.5,29,13.5,15,30.235,0.10999999999999943
2015-11-26,288282,234285,522567,0,1,0.54,56.0,12,0.0,73.5,19,15.5,13,30.21,0.120000000000001
2015-11-27,443089,410220,853309,0,0,0.81,47.5,19,0.5,77.0,26,14.0,20,30.28,0.3000000000000007
2015-11-28,459598,396926,856524,1,0,0.0,38.0,4,0.0,61.5,23,12.5,11,30.380000000000003,0.05999999999999872
2015-11-29,365314,312990,678304,0,1,0.0,36.5,13,0.5,55.5,39,7.5,15,30.345,0.129999999999999
2015-11-30,870662,756626,1627288,0,0,0.15,42.5,7,0.5,70.5,45,13.0,16,30.075,0.39000000000000057
2015-12-01,949925,794768,1744693,0,0,0.15,42.0,6,0.0,69.5,47,14.5,19,29.835,0.07000000000000028
2015-12-02,906715,792020,1698735,0,0,0.13,36.0,6,0.0,74.5,29,11.5,13,29.91,0.35999999999999943
2015-12-03,940609,807065,1747674,0,0,0.0,34.0,6,0.0,72.5,19,11.0,12,30.28,0.33999999999999986
2015-12-04,930083,815301,1745384,0,0,0.0,40.5,15,0.5,70.0,46,11.0,10,30.535,0.18999999999999773
2015-12-05,566882,501339,1068221,1,0,0.0,37.5,15,0.5,72.0,42,8.5,9,30.575,0.21000000000000085
2015-12-06,411174,360066,771240,0,1,0.0,40.0,16,0.0,65.0,42,5.0,10,30.35,0.23999999999999844
2015-12-07,898172,758242,1656414,0,0,0.0,36.5,7,0.5,88.0,16,8.5,17,30.16,0.240000000000002
2015-12-08,910018,775695,1685713,0,0,0.0,44.5,9,0.5,72.0,22,11.5,9,29.89,0.3200000000000003
2015-12-09,916281,789224,1705505,0,0,0.0,49.0,12,0.0,67.0,38,10.5,9,29.725,0.15000000000000213
2015-12-10,909606,796080,1705686,0,0,0.0,51.5,17,0.5,59.0,34,21.5,27,29.619999999999997,0.3000000000000007
2015-12-11,912854,801907,1714761,0,0,0.0,49.5,11,0.5,55.5,43,9.0,18,29.740000000000002,0.22000000000000242
2015-12-12,541305,491199,1032504,1,0,0.0,55.5,9,0.5,83.5,19,6.0,12,29.9,0.17999999999999972
2015-12-13,383666,344084,727750,0,1,0.78,59.0,10,0.0,82.0,14,10.5,21,29.695,0.509999999999998
2015-12-14,849106,728299,1577405,0,0,0.37,52.5,19,0.5,71.0,24,24.0,30,29.41,0.38000000000000256
2015-12-15,884506,755882,1640388,0,0,0.0,42.5,3,0.5,69.5,25,10.0,12,29.78,0.35999999999999943
2015-12-16,871638,755292,1626930,0,0,0.09,45.0,20,0.0,65.5,35,18.5,19,29.72,0.33999999999999986
2015-12-17,864846,752203,1617049,0,0,0.0,33.0,6,0.0,55.0,28,15.0,20,29.869999999999997,0.26000000000000156
2015-12-18,846033,738908,1584941,0,0,0.0,29.5,7,0.5,55.5,39,15.5,17,30.049999999999997,0.1999999999999993
2015-12-19,506208,423960,930168,1,0,0.0,24.5,15,0.5,48.5,35,13.0,18,30.29,0.3200000000000003
2015-12-20,392051,326681,718732,0,1,0.03,39.5,23,0.5,47.5,41,16.0,20,30.115000000000002,0.4700000000000024
2015-12-21,696473,644071,1340544,0,0,0.72,48.5,11,0.5,83.0,20,11.0,22,29.77,0.17999999999999972
2015-12-22,722061,664559,1386620,0,0,0.01,40.5,7,0.5,80.0,18,10.0,12,29.814999999999998,0.16999999999999815
2015-12-23,654312,571814,1226126,0,0,0.84,51.5,19,0.5,77.5,31,24.5,39,29.42,0.5599999999999987
2015-12-24,531521,378784,910305,0,0,0.0,40.0,8,0.0,63.5,25,15.5,31,29.810000000000002,0.5199999999999996
2015-12-25,231718,162100,393818,0,1,0.0,41.0,10,0.0,68.5,29,10.5,11,30.240000000000002,0.3000000000000007
2015-12-26,387357,292832,680189,1,0,0.24,43.0,4,0.0,73.5,39,12.5,15,30.15,0.3200000000000003
2015-12-27,334737,272169,606906,0,1,0.16,39.5,7,0.5,73.0,32,21.0,16,30.22,0.3200000000000003
2015-12-28,514171,484349,998520,0,0,1.82,37.0,10,0.0,73.0,40,20.5,23,29.9,0.879999999999999
2015-12-29,638221,571322,1209543,0,0,0.0,36.0,10,0.0,73.5,23,14.5,17,29.880000000000003,0.6600000000000001
2015-12-30,636706,585337,1222043,0,0,0.06,29.5,3,0.5,73.0,30,10.0,10,30.22,0.09999999999999787
2015-12-31,604409,565772,1170181,0,0,0.0,26.5,5,0.5,63.0,24,14.5,13,30.28,0.120000000000001
2016-01-01,303321,319835,623156,0,1,0.0,25.5,11,0.5,62.5,19,16.5,15,30.205,0.129999999999999
2016-01-02,448859,365509,814368,1,0,0.0,27.5,11,0.5,65.0,26,14.5,15,30.075000000000003,0.19000000000000128
2016-01-03,340540,287661,628201,0,1,0.0,27.5,7,0.5,58.5,27,14.0,14,30.155,0.33000000000000185
2016-01-04,829429,703185,1532614,0,0,0.0,28.5,7,0.5,55.5,27,15.0,14,30.45,0.259999999999998
2016-01-05,846789,727716,1574505,0,0,0.0,27.5,13,0.5,63.5,35,11.5,11,30.505,0.21000000000000085
2016-01-06,853904,733167,1587071,0,0,0.0,32.0,14,0.0,58.5,27,10.0,10,30.3,0.17999999999999972
2016-01-07,846274,736809,1583083,0,0,0.0,39.5,7,0.5,52.5,25,7.5,5,30.08,0.22000000000000242
2016-01-08,841494,732495,1573989,0,0,0.18,42.5,7,0.5,77.0,32,8.5,7,29.825000000000003,0.23000000000000043
2016-01-09,469539,391597,861136,1,0,0.27,35.5,17,0.5,85.5,15,12.5,25,29.805,0.13000000000000256
2016-01-10,306896,263073,569969,0,1,0.0,15.5,23,0.5,63.5,29,19.5,13,29.97,0.379999999999999
2016-01-11,753006,694734,1447740,0,0,0.06,14.0,24,0.0,66.5,29,18.0,22,29.935000000000002,0.5100000000000016
2016-01-12,760149,705694,1465843,0,0,0.0,13.5,17,0.5,54.5,33,18.0,22,29.98,0.5799999999999983
2016-01-13,787220,716663,1503883,0,0,0.0,15.5,27,0.5,64.0,24,11.5,13,30.060000000000002,0.4400000000000013
2016-01-14,859099,758116,1617215,0,0,0.0,36.5,17,0.5,65.5,27,13.5,15,29.68,0.259999999999998
2016-01-15,858032,742622,1600654,0,0,0.02,37.5,11,0.5,76.5,19,14.5,13,29.535,0.28999999999999915
2016-01-16,486797,404212,891009,1,0,0.0,23.0,18,0.0,57.0,24,15.5,15,29.835,0.370000000000001
2016-01-17,266532,241160,507692,0,1,0.0,7.5,13,0.5,46.0,30,17.5,15,30.174999999999997,0.2699999999999996
2016-01-18,439597,405686,845283,0,0,0.0,4.0,12,0.0,45.5,31,13.5,9,30.38,0.14000000000000057
2016-01-19,810646,727458,1538104,0,0,0.0,10.0,16,0.0,46.0,36,6.5,13,30.525,0.16999999999999815
2016-01-20,856911,758524,1615435,0,0,0.03,19.0,12,0.0,65.5,31,6.0,12,30.310000000000002,0.1999999999999993
2016-01-21,873177,766262,1639439,0,0,0.0,24.0,16,0.0,60.5,41,4.0,8,30.375,0.13000000000000256
2016-01-22,841282,745168,1586450,0,0,0.01,26.5,11,0.5,55.5,45,12.0,16,30.28,0.08000000000000185
2016-01-23,487975,416999,904974,1,0,0.0,29.5,11,0.5,58.0,40,6.0,12,30.185000000000002,0.16999999999999815
2016-01-24,352859,293804,646663,0,1,0.0,30.5,13,0.5,61.5,29,10.5,13,30.025,0.129999999999999
2016-01-25,865486,751104,1616590,0,0,0.06,36.0,14,0.0,72.0,34,17.0,22,29.795,0.33000000000000185
2016-01-26,872768,764023,1636791,0,0,0.0,32.5,11,0.5,68.5,41,18.0,16,29.975,0.5700000000000003
2016-01-27,882832,768241,1651073,0,0,0.0,30.5,9,0.5,54.0,32,16.5,17,30.064999999999998,0.4700000000000024
2016-01-28,877280,771161,1648441,0,0,0.0,36.0,10,0.0,59.0,32,17.5,11,29.77,0.21999999999999886
2016-01-29,863548,751090,1614638,0,0,0.0,30.5,13,0.5,42.5,39,9.0,18,29.89,0.33999999999999986
2016-01-30,510514,427874,938388,1,0,0.0,42.5,13,0.5,63.0,32,12.5,17,29.689999999999998,0.08000000000000185
2016-01-31,358361,293056,651417,0,1,0.02,41.5,15,0.5,81.0,18,11.5,13,29.67,0.40000000000000213
2016-02-01,926781,759849,1686630,0,0,0.0,39.0,16,0.0,66.5,51,4.0,8,30.015,0.25
2016-02-02,833911,739247,1573158,0,0,0.08,38.0,4,0.0,83.5,33,13.0,26,29.810000000000002,0.6999999999999993
2016-02-03,925655,772821,1698476,0,0,0.0,34.0,10,0.0,81.0,38,15.0,18,29.785,0.6499999999999986
2016-02-04,901406,778227,1679633,0,0,0.0,26.5,11,0.5,51.5,41,12.5,11,30.215,0.18999999999999773
2016-02-05,785587,731495,1517082,0,0,0.0,30.5,7,0.5,61.5,41,8.5,9,30.335,0.129999999999999
2016-02-06,522296,423602,945898,1,0,0.0,34.5,15,-0.5,60.5,35,10.0,10,30.215,0.2700000000000031
2016-02-07,377642,301141,678783,0,1,0.0,40.0,12,0.0,62.0,28,15.0,16,29.89,0.35999999999999943
2016-02-08,856547,733387,1589934,0,0,0.0,28.5,11,0.5,66.5,31,11.5,11,29.705,0.15000000000000213
2016-02-09,858961,752849,1611810,0,0,0.0,19.0,8,0.0,60.5,35,14.5,13,29.87,0.28000000000000114
2016-02-10,850090,742445,1592535,0,0,0.0,15.0,8,0.0,46.5,29,13.5,13,30.119999999999997,0.23999999999999844
2016-02-11,866884,752703,1619587,0,0,0.0,16.5,15,0.5,39.5,39,7.0,14,30.314999999999998,0.15000000000000213
2016-02-12,820833,706242,1527075,0,0,0.0,17.0,16,0.0,44.0,42,17.0,24,30.34,0.38000000000000256
2016-02-13,438203,392095,830298,1,0,0.0,11.5,15,0.5,34.0,36,11.0,22,30.6,0.14000000000000057
2016-02-14,339238,314191,653429,0,1,0.01,16.0,6,0.0,57.0,42,13.0,14,30.275,0.48999999999999844
2016-02-15,605584,548390,1153974,0,0,0.0,24.0,10,0.0,81.0,22,8.0,8,29.93,0.21999999999999886
2016-02-16,883108,764147,1647255,0,0,0.03,31.5,11,0.5,66.0,32,7.0,14,29.925,0.21000000000000085
2016-02-17,889758,766940,1656698,0,0,0.0,31.5,9,0.5,57.5,43,6.5,13,30.23,0.35999999999999943
2016-02-18,890627,773317,1663944,0,0,0.0,34.0,16,0.0,59.0,26,16.5,17,30.18,0.5199999999999996
2016-02-19,887914,761996,1649910,0,0,0.0,53.5,23,0.5,47.0,24,30.0,30,29.689999999999998,0.379999999999999
2016-02-20,566721,464149,1030870,1,0,0.0,51.0,18,0.0,44.5,37,14.0,18,29.91,0.21999999999999886
2016-02-21,378769,311190,689959,0,1,0.0,39.5,9,0.5,66.0,26,11.0,12,30.13,0.21999999999999886
2016-02-22,869531,745072,1614603,0,0,0.0,36.5,17,0.5,58.0,48,6.0,12,30.185000000000002,0.08999999999999986
2016-02-23,890949,765309,1656258,0,0,0.0,38.5,15,0.5,53.5,57,9.0,18,30.060000000000002,0.23999999999999844
2016-02-24,795160,725712,1520872,0,0,0.04,35.5,7,0.5,66.0,44,25.0,24,29.73,0.35999999999999943
2016-02-25,855117,762858,1617975,0,0,0.0,35.0,6,0.0,54.5,41,19.5,11,29.965,0.46999999999999886
2016-02-26,865397,749991,1615388,0,0,0.0,31.5,7,0.5,50.0,44,14.0,16,30.229999999999997,0.16000000000000014
2016-02-27,536678,455421,992099,1,0,0.0,41.5,27,0.5,49.0,52,15.0,12,29.95,0.35999999999999943
2016-02-28,385121,323758,708879,0,1,0.05,51.0,26,0.0,59.5,39,22.0,18,29.615000000000002,0.34999999999999787
2016-02-29,862380,742972,1605352,0,0,0.0,42.5,25,0.5,52.0,46,17.0,16,29.939999999999998,0.23999999999999844
2016-03-01,859775,741922,1601697,0,0,0.06,26.5,13,0.5,69.0,32,17.5,21,29.935000000000002,0.370000000000001
2016-03-02,878633,760062,1638695,0,0,0.0,23.5,19,0.5,48.0,54,7.0,14,30.189999999999998,0.120000000000001
2016-03-03,882188,764033,1646221,0,0,0.05,31.0,4,0.0,72.5,33,8.5,17,30.095,0.129999999999999
2016-03-04,883059,754750,1637809,0,0,0.03,31.0,16,0.0,61.5,47,7.5,15,30.165,0.19000000000000128
2016-03-05,503983,421193,925176,1,0,0.0,34.5,11,0.5,69.0,32,8.0,16,30.145,0.3100000000000023
2016-03-06,393610,327173,720783,0,1,0.0,44.0,18,0.0,55.0,30,13.5,17,30.119999999999997,0.379999999999999
2016-03-07,866171,739174,1605345,0,0,0.0,54.5,15,0.5,54.0,26,15.0,12,29.89,0.0799999999999983
2016-03-08,902888,781301,1684189,0,0,0.0,65.5,15,0.5,56.0,32,17.0,16,29.865000000000002,0.11000000000000298
2016-03-09,882030,768961,1650991,0,0,0.06,59.0,12,0.0,75.5,23,11.0,12,29.89,0.1999999999999993
2016-03-10,888084,780687,1668771,0,0,0.0,47.0,12,0.0,64.5,19,11.0,10,30.14,0.259999999999998
2016-03-11,886599,797977,1684576,0,0,0.0,45.0,16,0.0,57.0,50,6.5,13,30.340000000000003,0.16000000000000014
2016-03-12,542246,605182,1147428,1,0,0.0,49.0,22,0.0,71.0,36,6.0,12,30.105,0.28999999999999915
2016-03-13,332203,303129,635332,0,1,0.75,46.5,7,0.5,83.0,34,10.5,13,29.810000000000002,0.2799999999999976
2016-03-14,870740,766595,1637335,0,0,0.11,48.5,11,0.5,81.5,37,5.0,10,29.725,0.15000000000000213
2016-03-15,887592,769441,1657033,0,0,0.09,55.5,17,0.5,74.0,32,16.0,24,29.585,0.4299999999999997
2016-03-16,876232,779846,1656078,0,0,0.13,53.0,12,0.0,52.5,61,27.0,28,29.59,0.4399999999999977
2016-03-17,891580,793590,1685170,0,0,0.0,50.5,15,0.5,38.0,40,17.5,21,29.87,0.14000000000000057
2016-03-18,875707,765919,1641626,0,0,0.0,42.5,15,0.5,57.5,37,10.0,12,30.065,0.21000000000000085
2016-03-19,520426,438020,958446,1,0,0.0,41.5,11,0.5,62.0,28,10.5,13,30.174999999999997,0.129999999999999
2016-03-20,388282,318670,706952,0,1,0.0,39.0,12,0.0,52.5,41,10.0,20,30.195,0.07000000000000028
2016-03-21,845669,707127,1552796,0,0,0.0,41.0,18,0.0,46.5,47,9.5,11,30.11,0.21999999999999886
2016-03-22,863201,727343,1590544,0,0,0.0,55.5,23,0.5,37.0,32,14.5,17,29.805,0.3500000000000014
2016-03-23,838201,714672,1552873,0,0,0.06,43.0,8,0.0,79.0,28,15.0,14,29.81,0.14000000000000057
2016-03-24,770638,689517,1460155,0,0,1.11,35.5,9,0.5,81.5,37,15.5,21,29.689999999999998,0.4400000000000013
2016-03-25,722960,650870,1373830,0,0,0.0,38.0,14,0.0,61.0,30,9.0,18,30.05,0.240000000000002
2016-03-26,518549,415919,934468,1,0,0.0,45.0,20,0.0,60.0,44,9.5,11,30.145,0.13000000000000256
2016-03-27,342269,278098,620367,0,1,0.17,54.0,24,0.0,62.5,47,11.5,23,29.95,0.259999999999998
2016-03-28,842760,731858,1574618,0,0,0.0,46.0,14,0.0,56.0,40,10.5,21,30.064999999999998,0.370000000000001
2016-03-29,891134,766072,1657206,0,0,0.0,47.5,25,0.5,50.5,65,8.0,16,30.25,0.21999999999999886
2016-03-30,860700,750353,1611053,0,0,0.38,54.0,16,0.0,61.0,58,18.0,20,29.82,0.6000000000000014
2016-03-31,832775,758014,1590789,0,0,0.05,57.5,25,0.5,70.0,40,19.5,25,29.42,0.33999999999999986
2016-04-01,848592,767974,1616566,0,0,0.11,44.0,14,0.0,59.5,53,14.5,29,29.725,0.25
2016-04-02,492072,406616,898688,1,0,0.01,35.5,13,0.5,56.0,58,22.0,34,29.795,0.5500000000000007
2016-04-03,396042,345432,741474,0,1,0.0,50.5,43,0.5,44.5,53,18.5,29,29.810000000000002,0.5199999999999996
2016-04-04,857791,741710,1599501,0,0,0.0,35.0,8,0.0,61.0,36,16.5,17,30.119999999999997,0.620000000000001
2016-04-05,898889,774877,1673766,0,0,0.02,38.0,18,0.0,45.0,38,13.5,17,30.270000000000003,0.4800000000000004
2016-04-06,851050,763128,1614178,0,0,0.43,46.5,7,0.5,66.5,45,13.0,16,29.725,0.4299999999999997
2016-04-07,867670,786281,1653951,0,0,0.02,39.0,8,0.0,61.0,42,17.0,16,29.715,0.3500000000000014
2016-04-08,782419,753786,1536205,0,0,0.08,36.5,15,0.5,61.5,49,17.5,25,29.905,0.25
2016-04-09,509980,446082,956062,1,0,0.0,30.5,13,0.5,51.0,48,12.5,25,30.16,0.3200000000000003
2016-04-10,345627,301954,647581,0,1,0.13,42.5,17,0.5,65.5,55,16.0,18,29.95,0.4200000000000017
2016-04-11,878043,789042,1667085,0,0,0.0,46.0,12,0.0,59.5,73,13.5,19,29.97,0.40000000000000213
2016-04-12,886265,777658,1663923,0,0,0.0,39.5,13,0.5,46.5,43,9.5,11,30.295,0.2099999999999973
2016-04-13,850705,796616,1647321,0,0,0.0,47.0,20,0.0,49.0,38,10.0,12,30.314999999999998,0.129999999999999
2016-04-14,863513,805071,1668584,0,0,0.0,50.5,21,0.5,37.0,42,10.0,10,30.259999999999998,0.13999999999999702
2016-04-15,881603,806015,1687618,0,0,0.0,57.0,24,0.0,39.0,38,10.0,10,30.225,0.07000000000000028
2016-04-16,554744,505299,1060043,1,0,0.0,62.5,29,0.5,42.0,48,8.0,16,30.27,0.10000000000000142
2016-04-17,409732,376485,786217,0,1,0.0,65.5,29,0.5,36.0,46,8.5,17,30.355,0.10999999999999943
2016-04-18,785035,732335,1517370,0,0,0.0,68.0,30,0.0,33.5,43,7.5,15,30.245,0.14999999999999858
2016-04-19,765854,741141,1506995,0,0,0.0,54.5,13,0.5,57.5,23,14.5,13,30.2,0.0799999999999983
2016-04-20,774694,745040,1519734,0,0,0.33,63.5,19,0.5,57.5,59,13.0,14,30.05,0.240000000000002
2016-04-21,768704,754746,1523450,0,0,0.02,63.5,15,0.5,60.5,65,14.0,28,29.83,0.13999999999999702
2016-04-22,745475,721051,1466526,0,0,0.0,51.0,14,0.0,69.5,33,13.0,18,30.005,0.3500000000000014
2016-04-23,503944,445282,949226,1,0,0.0,51.0,18,0.0,59.0,40,9.0,8,30.145,0.1700000000000017
2016-04-24,397080,343644,740724,0,1,0.0,63.0,34,0.0,48.5,49,8.5,17,29.925,0.25
2016-04-25,854155,751951,1606106,0,0,0.01,73.0,22,0.0,44.0,32,16.0,16,29.685,0.25
2016-04-26,862743,782134,1644877,0,0,0.0,58.0,28,0.0,70.0,38,16.0,16,29.79,0.3000000000000007
2016-04-27,856722,782591,1639313,0,0,0.63,46.5,7,0.5,76.0,20,15.0,18,29.89,0.14000000000000057
2016-04-28,851720,821158,1672878,0,0,0.0,48.0,6,0.0,78.0,24,12.0,12,29.91,0.21999999999999886
2016-04-29,893284,815629,1708913,0,0,0.0,47.5,7,0.5,72.5,33,11.0,10,30.085,0.14999999999999858
2016-04-30,474138,416588,890726,1,0,0.71,47.5,5,0.5,76.0,28,15.5,17,30.005,0.21000000000000085
2016-05-01,376131,334275,710406,0,1,0.38,47.5,7,0.5,85.0,24,12.5,11,29.965,0.10999999999999943
2016-05-02,878407,751259,1629666,0,0,0.0,51.0,14,0.0,58.5,55,10.5,21,30.035,0.04999999999999716
2016-05-03,879141,769834,1648975,0,0,0.0,55.0,26,0.0,48.5,51,10.0,20,29.835,0.3500000000000014
2016-05-04,879217,767760,1646977,0,0,0.4,51.5,15,0.5,69.5,41,18.0,20,29.745,0.28999999999999915
2016-05-05,898541,818665,1717206,0,0,0.0,51.5,19,0.5,55.0,36,14.0,28,29.950000000000003,0.16000000000000014
2016-05-06,877873,814758,1692631,0,0,0.0,64.5,37,0.5,44.5,53,8.0,16,29.86,0.28000000000000114
2016-05-07,512770,484312,997082,1,0,0.0,60.0,22,0.0,40.5,53,15.0,30,29.77,0.259999999999998
2016-05-08,393146,357946,751092,0,1,0.0,57.0,24,0.0,41.0,38,7.5,15,29.925,0.07000000000000028
2016-05-09,815440,736551,1551991,0,0,0.36,55.5,9,0.5,72.5,41,14.0,20,29.95,0.0799999999999983
2016-05-10,827322,761469,1588791,0,0,0.57,62.5,17,0.5,79.5,27,8.5,17,29.915,0.10999999999999943
2016-05-11,873275,804156,1677431,0,0,0.02,62.0,14,0.0,83.0,28,9.5,11,30.005000000000003,0.08999999999999986
2016-05-12,849532,775198,1624730,0,0,1.03,63.0,16,0.0,68.5,49,11.0,22,29.93,0.0799999999999983
2016-05-13,852594,787476,1640070,0,0,0.66,56.0,22,0.0,62.0,56,14.0,28,29.91,0.240000000000002
2016-05-14,497514,455838,953352,1,0,0.0,45.5,5,0.5,56.5,47,14.0,18,29.965,0.21000000000000085
2016-05-15,384799,360008,744807,0,1,0.0,47.5,19,0.5,47.5,57,14.0,20,30.115000000000002,0.08999999999999986
2016-05-16,836089,730287,1566376,0,0,0.0,59.0,24,0.0,38.5,33,13.5,15,30.115000000000002,0.08999999999999986
2016-05-17,839788,748287,1588075,0,0,0.01,53.0,10,0.0,55.0,50,11.5,11,30.205,0.11000000000000298
2016-05-18,856701,757395,1614096,0,0,0.0,55.5,21,0.5,50.0,28,8.0,16,30.23,0.060000000000002274
2016-05-19,855438,772464,1627902,0,0,0.0,56.5,25,0.5,42.0,64,7.0,14,30.2,0.0799999999999983
2016-05-20,834308,756160,1590468,0,0,0.0,60.5,15,0.5,41.5,31,7.5,15,30.134999999999998,0.11000000000000298
2016-05-21,513934,460385,974319,1,0,0.0,66.0,20,0.0,31.5,35,10.0,20,30.09,0.060000000000002274
2016-05-22,393684,357897,751581,0,1,0.0,66.0,24,0.0,39.0,40,7.5,15,30.034999999999997,0.08999999999999986
2016-05-23,839566,748976,1588542,0,0,0.0,69.0,30,0.0,38.0,58,8.0,16,29.97,0.16000000000000014
2016-05-24,854725,767439,1622164,0,0,0.0,76.5,25,0.5,31.5,35,13.5,15,29.939999999999998,0.09999999999999787
2016-05-25,833427,754244,1587671,0,0,1.02,77.5,25,0.5,58.5,71,20.0,30,29.915,0.14999999999999858
2016-05-26,853656,775073,1628729,0,0,0.0,75.0,20,0.0,62.0,50,8.0,16,29.855,0.14999999999999858
